state,yr,qtr,index_nsa,index_sa
ID,2000,3,152.05,150.24
ID,2000,4,153.75,153.59
ID,2001,1,155.1,155.08
ID,2001,2,158.59,156.85
ID,2001,3,159.35,157.26
ID,2001,4,158.24,158.2
ID,2002,1,158.51,158.55
ID,2002,2,162.39,160.67
ID,2002,3,164.42,162.02
ID,2002,4,163.92,163.92
ID,2003,1,166.72,166.93
ID,2003,2,169.5,167.67
ID,2003,3,173.97,171.33
ID,2003,4,173.51,173.52
ID,2004,1,176.08,176.41
ID,2004,2,184.92,182.8
ID,2004,3,192.08,189.25
ID,2004,4,192.68,192.62
ID,2005,1,200.23,200.72
ID,2005,2,209.02,206.42
ID,2005,3,219.95,216.87
ID,2005,4,228.36,228.33
ID,2006,1,235.15,235.74
ID,2006,2,248.88,245.54
ID,2006,3,252.54,249.17
ID,2006,4,257.21,257.16
ID,2007,1,258.5,259.41
ID,2007,2,266.1,262.16
ID,2007,3,263.7,260.15
ID,2007,4,259.43,259.39
ID,2008,1,257.87,259.25
ID,2008,2,253.23,249.32
ID,2008,3,248.25,244.4
ID,2008,4,235.01,235.08
ID,2009,1,234.4,236.31
ID,2009,2,234.92,231.21
ID,2009,3,227.23,222.91
ID,2009,4,216.42,216.78
ID,2010,1,206.39,208.57
ID,2010,2,207.48,204.29
ID,2010,3,200.51,195.88
ID,2010,4,188.43,189.08
ID,2011,1,177.99,180.21
ID,2011,2,180.17,177.38
ID,2011,3,185.92,181.12
ID,2011,4,181.94,182.83
ID,2012,1,181.73,184.15
ID,2012,2,198.1,195.03
ID,2012,3,203.04,197.59
ID,2012,4,200.05,201.21
ID,2013,1,204.12,206.69
ID,2013,2,213.15,209.85
ID,2013,3,222.11,216.31
ID,2013,4,214.92,216.25
ID,2014,1,218.66,221
ID,2014,2,225.73,222.24
ID,2014,3,229.14,223.71
ID,2014,4,225.43,226.61
ID,2015,1,227.41,229.42
ID,2015,2,241.97,238.21
ID,2015,3,243.33,238.34
ID,2015,4,248.12,249.02
ID,2016,1,249.43,251.19
ID,2016,2,258.25,254.25
ID,2016,3,266.73,262.15
ID,2016,4,265.31,265.75
ID,2017,1,272.79,274.29
ID,2017,2,284.39,280.09
ID,2017,3,289.6,285.33
ID,2017,4,296.68,296.81
ID,2018,1,302.98,304.3
ID,2018,2,320.56,315.69
ID,2018,3,331.03,326.65
ID,2018,4,333.94,334.08
ID,2019,1,344.5,345.76
ID,2019,2,358.63,352.86
ID,2019,3,367.55,362.89
ID,2019,4,377.17,377.85
ID,2020,1,388.94,390.32
ID,2020,2,400.2,392.9
ID,2020,3,425.59,420.41
ID,2020,4,454.96,456.64
ID,2021,1,484.37,486.08
ID,2021,2,539.55,528.59
ID,2021,3,571.52,564.5
ID,2021,4,580,583.4
ID,2022,1,606.92,609.25
ID,2022,2,644.88,630.45
ID,2022,3,618.07,610.31
ID,2022,4,597.72,602.39
ID,2023,1,599.77,602.21
ID,2023,2,619.63,604.84
ID,2023,3,619.67,611.71
IL,1991,1,100,100
IL,1991,2,100.87,100.4
IL,1991,3,101.93,101.27
IL,1991,4,102.6,102.28
IL,1992,1,103.3,103.34
IL,1992,2,104.82,104.3
IL,1992,3,105.65,104.93
IL,1992,4,106.91,106.6
IL,1993,1,107.25,107.38
IL,1993,2,108.99,108.39
IL,1993,3,110.79,109.95
IL,1993,4,110.97,110.73
IL,1994,1,112.44,112.67
IL,1994,2,114.6,113.86
IL,1994,3,115.46,114.55
IL,1994,4,115.67,115.44
IL,1995,1,115.66,116
IL,1995,2,118.11,117.25
IL,1995,3,119.31,118.34
IL,1995,4,119.12,118.93
IL,1996,1,119.74,120.11
IL,1996,2,121.89,120.98
IL,1996,3,122.35,121.39
IL,1996,4,122.45,122.19
IL,1997,1,122.09,122.49
IL,1997,2,124.05,123.18
IL,1997,3,124.83,123.8
IL,1997,4,124.63,124.39
IL,1998,1,125.08,125.45
IL,1998,2,126.89,126.08
IL,1998,3,128.58,127.46
IL,1998,4,129.59,129.35
IL,1999,1,130.54,130.95
IL,1999,2,133.41,132.59
IL,1999,3,135.81,134.5
IL,1999,4,136.53,136.36
IL,2000,1,137.92,138.37
IL,2000,2,141.58,140.66
IL,2000,3,144.47,143.03
IL,2000,4,145.39,145.26
IL,2001,1,147.46,148.03
IL,2001,2,151.58,150.5
IL,2001,3,154.34,152.8
IL,2001,4,155.07,154.93
IL,2002,1,156.96,157.66
IL,2002,2,161.48,160.23
IL,2002,3,164.46,162.84
IL,2002,4,166.1,165.9
IL,2003,1,167.59,168.45
IL,2003,2,172.92,171.5
IL,2003,3,176.03,174.31
IL,2003,4,178.11,177.87
IL,2004,1,179.39,180.4
IL,2004,2,184.91,183.33
IL,2004,3,188.43,186.58
IL,2004,4,189.26,189.02
IL,2005,1,191.28,192.44
IL,2005,2,197.54,195.75
IL,2005,3,201.26,199.31
IL,2005,4,202.94,202.62
IL,2006,1,204.35,205.76
IL,2006,2,209.79,207.8
IL,2006,3,210.38,208.32
IL,2006,4,208.8,208.32
IL,2007,1,210.56,212.32
IL,2007,2,211.65,209.68
IL,2007,3,210.12,207.73
IL,2007,4,206.26,205.72
IL,2008,1,200.19,202.32
IL,2008,2,200.06,198.16
IL,2008,3,195.86,193.2
IL,2008,4,189.56,189.1
IL,2009,1,182.67,185.09
IL,2009,2,183.77,181.94
IL,2009,3,184.78,181.74
IL,2009,4,179.51,179.33
IL,2010,1,175.45,178.24
IL,2010,2,178.94,176.8
IL,2010,3,176.51,173.26
IL,2010,4,171.54,171.71
IL,2011,1,164.85,167.83
IL,2011,2,166.05,163.68
IL,2011,3,168.09,164.7
IL,2011,4,160.99,161.58
IL,2012,1,158.86,161.96
IL,2012,2,165.4,162.61
IL,2012,3,166.93,163.47
IL,2012,4,162.05,162.97
IL,2013,1,162.08,165.34
IL,2013,2,171.52,168.28
IL,2013,3,173.12,169.61
IL,2013,4,170.77,171.89
IL,2014,1,169.18,172.54
IL,2014,2,177.01,173.51
IL,2014,3,178.6,175.19
IL,2014,4,174.95,176.11
IL,2015,1,174.05,177.24
IL,2015,2,182.67,179.07
IL,2015,3,183.01,179.84
IL,2015,4,179.42,180.6
IL,2016,1,178.87,181.68
IL,2016,2,187.13,183.64
IL,2016,3,189.28,186.28
IL,2016,4,187.7,188.95
IL,2017,1,188.33,190.75
IL,2017,2,193.59,190.14
IL,2017,3,194.99,192.26
IL,2017,4,192.72,193.93
IL,2018,1,193.96,196.05
IL,2018,2,200.53,197.1
IL,2018,3,200.59,198.09
IL,2018,4,197.55,198.64
IL,2019,1,198.32,200.25
IL,2019,2,205.29,201.83
IL,2019,3,204.91,202.55
IL,2019,4,203.8,204.84
IL,2020,1,205.38,207.31
IL,2020,2,210.55,206.99
IL,2020,3,216.83,214.34
IL,2020,4,220.45,221.7
IL,2021,1,225.88,228.02
IL,2021,2,238.19,234.01
IL,2021,3,245.29,242.28
IL,2021,4,247.77,249.6
IL,2022,1,255.73,258.21
IL,2022,2,268.71,263.69
IL,2022,3,268.67,265.18
IL,2022,4,265.33,267.67
IL,2023,1,268.36,271.07
IL,2023,2,283.41,277.9
IL,2023,3,288.23,284.3
IN,1991,1,100,100
IN,1991,2,100.65,99.88
IN,1991,3,101.07,100.53
IN,1991,4,101.72,101.4
IN,1992,1,102.32,102.33
IN,1992,2,104.58,103.78
IN,1992,3,105.45,104.89
IN,1992,4,106.11,105.77
IN,1993,1,107,107.03
IN,1993,2,109.22,108.36
IN,1993,3,110.31,109.73
IN,1993,4,111.73,111.36
IN,1994,1,112.52,112.58
IN,1994,2,114.4,113.48
IN,1994,3,115.28,114.67
IN,1994,4,116.51,116.11
IN,1995,1,117.91,118.01
IN,1995,2,119.17,118.2
IN,1995,3,120.81,120.18
IN,1995,4,121.19,120.73
IN,1996,1,122.06,122.18
IN,1996,2,124.87,123.87
IN,1996,3,125.72,125.04
IN,1996,4,126.25,125.77
IN,1997,1,125.95,126.06
IN,1997,2,128.08,127.12
IN,1997,3,128.63,127.88
IN,1997,4,129.36,128.92
IN,1998,1,129.8,129.86
IN,1998,2,131.96,131.03
IN,1998,3,132.82,131.98
IN,1998,4,134.52,134.13
IN,1999,1,134.87,134.86
IN,1999,2,136.71,135.8
IN,1999,3,138.65,137.71
IN,1999,4,138.24,137.92
IN,2000,1,140.66,140.59
IN,2000,2,141.93,141.04
IN,2000,3,143.04,141.99
IN,2000,4,142.43,142.17
IN,2001,1,143.78,143.72
IN,2001,2,145.37,144.45
IN,2001,3,145.97,144.78
IN,2001,4,147.22,147.04
IN,2002,1,147.41,147.45
IN,2002,2,148.99,147.97
IN,2002,3,150,148.69
IN,2002,4,149.32,149.14
IN,2003,1,150.82,151.08
IN,2003,2,152.95,151.77
IN,2003,3,154.54,153.06
IN,2003,4,154.66,154.52
IN,2004,1,154.69,155.18
IN,2004,2,158.64,157.29
IN,2004,3,160.27,158.55
IN,2004,4,159.26,159.22
IN,2005,1,159.81,160.52
IN,2005,2,163.12,161.63
IN,2005,3,164.53,162.54
IN,2005,4,164.62,164.76
IN,2006,1,164.12,164.99
IN,2006,2,167.75,166.11
IN,2006,3,168.61,166.45
IN,2006,4,166.63,166.8
IN,2007,1,166.88,167.97
IN,2007,2,170.02,168.22
IN,2007,3,170.44,168.18
IN,2007,4,164.71,164.82
IN,2008,1,163.18,164.52
IN,2008,2,163.28,161.43
IN,2008,3,164.09,161.89
IN,2008,4,157.09,157.02
IN,2009,1,157.03,158.67
IN,2009,2,160.04,158.06
IN,2009,3,158.72,156.61
IN,2009,4,158.13,157.89
IN,2010,1,154.6,156.5
IN,2010,2,158.87,156.78
IN,2010,3,158.31,156.22
IN,2010,4,155.43,155.05
IN,2011,1,151.17,153.22
IN,2011,2,156.42,154.32
IN,2011,3,157.21,155.11
IN,2011,4,155.98,155.61
IN,2012,1,152.72,154.79
IN,2012,2,158.36,156.25
IN,2012,3,158.1,155.91
IN,2012,4,158.19,157.94
IN,2013,1,158.42,160.43
IN,2013,2,163.36,161.24
IN,2013,3,166.04,163.69
IN,2013,4,164.05,163.99
IN,2014,1,163.22,165.05
IN,2014,2,167.35,165.24
IN,2014,3,169.59,167.25
IN,2014,4,168.2,168.24
IN,2015,1,168.88,170.57
IN,2015,2,174.49,172.31
IN,2015,3,175.47,173.15
IN,2015,4,174.88,174.99
IN,2016,1,174.65,176.19
IN,2016,2,182.11,179.85
IN,2016,3,184.92,182.6
IN,2016,4,184.72,184.87
IN,2017,1,184.9,186.37
IN,2017,2,190.95,188.58
IN,2017,3,193.66,191.35
IN,2017,4,196.16,196.35
IN,2018,1,198.74,200.16
IN,2018,2,206.03,203.49
IN,2018,3,208.35,205.92
IN,2018,4,208.67,209.01
IN,2019,1,212.19,213.57
IN,2019,2,218.7,215.95
IN,2019,3,223.67,221.02
IN,2019,4,223.27,223.85
IN,2020,1,228.53,230.01
IN,2020,2,235.77,232.59
IN,2020,3,243.76,240.78
IN,2020,4,250.93,251.86
IN,2021,1,258.63,260.49
IN,2021,2,273.71,269.64
IN,2021,3,282.37,278.82
IN,2021,4,287.79,289.09
IN,2022,1,299.19,301.68
IN,2022,2,315.26,310.08
IN,2022,3,318.84,314.77
IN,2022,4,315.47,317.11
IN,2023,1,318.02,320.97
IN,2023,2,335.73,329.8
IN,2023,3,339.54,335.16
KS,1991,1,100,100
KS,1991,2,100.06,99.73
KS,1991,3,100.21,99.52
KS,1991,4,100.95,100.79
KS,1992,1,101.66,101.69
KS,1992,2,102.15,101.79
KS,1992,3,104.17,103.44
KS,1992,4,104.36,104.2
KS,1993,1,105.34,105.43
KS,1993,2,107.06,106.62
KS,1993,3,109.57,108.77
KS,1993,4,110.97,110.82
KS,1994,1,112.23,112.4
KS,1994,2,115.22,114.69
KS,1994,3,116.42,115.54
KS,1994,4,116.56,116.4
KS,1995,1,118.65,118.91
KS,1995,2,120.5,119.87
KS,1995,3,122.43,121.52
KS,1995,4,123.42,123.27
KS,1996,1,124.05,124.34
KS,1996,2,126.51,125.82
KS,1996,3,127.58,126.66
KS,1996,4,127.55,127.39
KS,1997,1,127.58,127.84
KS,1997,2,130.62,129.91
KS,1997,3,132.78,131.84
KS,1997,4,133.26,133.12
KS,1998,1,135.58,135.8
KS,1998,2,136.99,136.26
KS,1998,3,139.61,138.65
KS,1998,4,142.7,142.57
KS,1999,1,144.64,144.84
KS,1999,2,146.81,145.99
KS,1999,3,148.27,147.28
KS,1999,4,147.69,147.6
KS,2000,1,150.27,150.48
KS,2000,2,152.67,151.74
KS,2000,3,154.42,153.38
KS,2000,4,154.26,154.23
KS,2001,1,155.66,155.94
KS,2001,2,159.44,158.35
KS,2001,3,160.87,159.78
KS,2001,4,162.27,162.29
KS,2002,1,162.57,163
KS,2002,2,165.48,164.15
KS,2002,3,166.94,165.81
KS,2002,4,167.29,167.37
KS,2003,1,168.83,169.4
KS,2003,2,171.23,169.67
KS,2003,3,174.07,172.89
KS,2003,4,174.1,174.25
KS,2004,1,175.41,176.09
KS,2004,2,180.36,178.6
KS,2004,3,180.32,179.07
KS,2004,4,180.94,181.13
KS,2005,1,182.19,183.01
KS,2005,2,187.28,185.35
KS,2005,3,187.92,186.63
KS,2005,4,188.03,188.19
KS,2006,1,191.06,192.01
KS,2006,2,194.19,192.17
KS,2006,3,195.69,194.35
KS,2006,4,195.51,195.49
KS,2007,1,196.47,197.67
KS,2007,2,200.88,198.8
KS,2007,3,200.95,199.57
KS,2007,4,199.03,198.68
KS,2008,1,195.7,197.21
KS,2008,2,198.8,196.83
KS,2008,3,196.07,194.59
KS,2008,4,194.74,194.06
KS,2009,1,193.5,195.44
KS,2009,2,194.74,192.87
KS,2009,3,195.07,193.34
KS,2009,4,195.54,194.67
KS,2010,1,188.74,191.05
KS,2010,2,195.68,193.87
KS,2010,3,191.84,189.75
KS,2010,4,189.35,188.56
KS,2011,1,182.19,184.71
KS,2011,2,185.81,184.06
KS,2011,3,187.12,184.7
KS,2011,4,185.69,185.21
KS,2012,1,183.12,185.73
KS,2012,2,188.95,187.08
KS,2012,3,193.72,190.9
KS,2012,4,190.9,190.92
KS,2013,1,186.86,189.36
KS,2013,2,194.66,192.53
KS,2013,3,196.69,193.76
KS,2013,4,191.85,192.38
KS,2014,1,196.07,198.38
KS,2014,2,201.74,199.28
KS,2014,3,203.35,200.48
KS,2014,4,200.96,201.99
KS,2015,1,201.83,203.78
KS,2015,2,208.13,205.29
KS,2015,3,210.16,207.62
KS,2015,4,207.57,208.8
KS,2016,1,211.35,213.04
KS,2016,2,218.88,215.71
KS,2016,3,219.45,217.2
KS,2016,4,220.46,221.83
KS,2017,1,221,222.41
KS,2017,2,229.26,225.95
KS,2017,3,230.16,228.1
KS,2017,4,228.79,230.09
KS,2018,1,233.46,234.85
KS,2018,2,240.84,237.39
KS,2018,3,240.51,238.4
KS,2018,4,241.63,243.07
KS,2019,1,244.64,246.05
KS,2019,2,251.17,247.51
KS,2019,3,254.36,252.03
KS,2019,4,254.51,256.22
KS,2020,1,257.89,259.47
KS,2020,2,266.17,262.16
KS,2020,3,276.7,273.81
KS,2020,4,282.37,284.75
KS,2021,1,289.05,290.94
KS,2021,2,310.02,305.11
KS,2021,3,316.85,313.1
KS,2021,4,320,323.22
KS,2022,1,333.38,335.84
KS,2022,2,351.8,345.87
KS,2022,3,352.68,348.06
KS,2022,4,345.54,349.59
KS,2023,1,352.99,355.77
KS,2023,2,369.95,363.4
KS,2023,3,379.83,374.6
KY,1991,1,100,100
KY,1991,2,100.3,100.29
KY,1991,3,100.32,100.42
KY,1991,4,101.18,101.66
KY,1992,1,103.21,103.23
KY,1992,2,103.44,103.43
KY,1992,3,105.19,105.28
KY,1992,4,106.29,106.76
KY,1993,1,107.61,107.68
KY,1993,2,109.43,109.42
KY,1993,3,110.31,110.35
KY,1993,4,111.02,111.49
KY,1994,1,114.13,114.31
KY,1994,2,115.46,115.44
KY,1994,3,116.79,116.76
KY,1994,4,117.29,117.77
KY,1995,1,118.52,118.8
KY,1995,2,120.33,120.3
KY,1995,3,121.56,121.45
KY,1995,4,122.92,123.4
KY,1996,1,123.24,123.64
KY,1996,2,125.2,125.16
KY,1996,3,126.97,126.82
KY,1996,4,127.58,128.05
KY,1997,1,128.88,129.35
KY,1997,2,130.2,130.16
KY,1997,3,131.58,131.39
KY,1997,4,131.42,131.86
KY,1998,1,132.43,132.96
KY,1998,2,135.29,135.25
KY,1998,3,136.45,136.26
KY,1998,4,137.9,138.34
KY,1999,1,139.75,140.36
KY,1999,2,141.98,141.88
KY,1999,3,144.03,143.9
KY,1999,4,144.82,145.19
KY,2000,1,146.77,147.48
KY,2000,2,148.37,148.2
KY,2000,3,149.59,149.51
KY,2000,4,150.3,150.6
KY,2001,1,150.84,151.66
KY,2001,2,153.54,153.32
KY,2001,3,154.54,154.5
KY,2001,4,155.95,156.19
KY,2002,1,155.89,156.83
KY,2002,2,158.88,158.61
KY,2002,3,159.2,159.11
KY,2002,4,161.55,161.83
KY,2003,1,162.18,163.22
KY,2003,2,165.54,165.21
KY,2003,3,167.74,167.55
KY,2003,4,168.37,168.77
KY,2004,1,171.14,172.31
KY,2004,2,172.93,172.52
KY,2004,3,174.81,174.44
KY,2004,4,176.43,177.05
KY,2005,1,177.03,178.32
KY,2005,2,180.75,180.24
KY,2005,3,182.99,182.38
KY,2005,4,183.38,184.23
KY,2006,1,185.95,187.48
KY,2006,2,188.24,187.55
KY,2006,3,189.32,188.44
KY,2006,4,188.08,189.15
KY,2007,1,188.8,190.55
KY,2007,2,192.74,191.9
KY,2007,3,192.07,190.96
KY,2007,4,190.08,191.27
KY,2008,1,187.43,189.39
KY,2008,2,191.04,190.11
KY,2008,3,190.77,189.49
KY,2008,4,185.59,186.8
KY,2009,1,184.48,186.59
KY,2009,2,187.76,186.78
KY,2009,3,188.26,186.89
KY,2009,4,185.24,186.45
KY,2010,1,184,186.24
KY,2010,2,186.19,185.17
KY,2010,3,186.33,184.92
KY,2010,4,185.08,186.27
KY,2011,1,180.47,182.78
KY,2011,2,182.24,181.16
KY,2011,3,183.64,182.27
KY,2011,4,180.31,181.45
KY,2012,1,181.22,183.61
KY,2012,2,185.95,184.74
KY,2012,3,185.92,184.63
KY,2012,4,184.97,186.12
KY,2013,1,184.6,187.08
KY,2013,2,190.23,188.86
KY,2013,3,192.22,190.97
KY,2013,4,189.71,190.9
KY,2014,1,187.99,190.49
KY,2014,2,194.77,193.32
KY,2014,3,195.33,194.12
KY,2014,4,194.65,195.94
KY,2015,1,195.86,198.34
KY,2015,2,201.2,199.7
KY,2015,3,202.44,201.28
KY,2015,4,204.44,205.81
KY,2016,1,204.55,206.98
KY,2016,2,210.33,208.81
KY,2016,3,213.66,212.55
KY,2016,4,212.49,213.93
KY,2017,1,215.3,217.63
KY,2017,2,223.5,222.02
KY,2017,3,226.04,224.97
KY,2017,4,225.68,227.11
KY,2018,1,228.52,230.89
KY,2018,2,233.28,231.87
KY,2018,3,235.4,234.28
KY,2018,4,237.44,238.95
KY,2019,1,237.52,239.86
KY,2019,2,246.8,245.4
KY,2019,3,247.88,246.75
KY,2019,4,247.64,249.16
KY,2020,1,251.77,254.24
KY,2020,2,258.61,257.1
KY,2020,3,267.38,266.23
KY,2020,4,275.38,277.19
KY,2021,1,281.6,284.19
KY,2021,2,297.53,295.75
KY,2021,3,310.64,309.4
KY,2021,4,314.52,316.65
KY,2022,1,325.78,328.7
KY,2022,2,340.98,338.81
KY,2022,3,339.83,338.53
KY,2022,4,346.72,349.33
KY,2023,1,351.96,354.92
KY,2023,2,362.9,360.44
KY,2023,3,367.74,366.49
LA,1991,1,100,100
LA,1991,2,102.65,102.03
LA,1991,3,104.4,103.65
LA,1991,4,104.88,104.44
LA,1992,1,105.91,105.93
LA,1992,2,107.77,107.09
LA,1992,3,109.29,108.51
LA,1992,4,111.01,110.59
LA,1993,1,111.78,111.78
LA,1993,2,113.86,113.09
LA,1993,3,116.31,115.5
LA,1993,4,118.65,118.26
LA,1994,1,120.25,120.22
LA,1994,2,122.77,121.9
LA,1994,3,124.16,123.32
LA,1994,4,122.69,122.37
LA,1995,1,124.09,123.99
LA,1995,2,127.65,126.72
LA,1995,3,129.29,128.42
LA,1995,4,130.37,130.08
LA,1996,1,132.3,132.15
LA,1996,2,134.02,133.03
LA,1996,3,135.06,134.13
LA,1996,4,135.98,135.75
LA,1997,1,137.51,137.32
LA,1997,2,139.05,138.04
LA,1997,3,140.03,139.02
LA,1997,4,140.96,140.77
LA,1998,1,142.87,142.67
LA,1998,2,145.26,144.21
LA,1998,3,147.57,146.44
LA,1998,4,148.65,148.48
LA,1999,1,148.95,148.76
LA,1999,2,151.39,150.32
LA,1999,3,153.17,151.96
LA,1999,4,152.71,152.55
LA,2000,1,154.6,154.42
LA,2000,2,157.49,156.39
LA,2000,3,158.17,156.87
LA,2000,4,157.46,157.3
LA,2001,1,159.38,159.19
LA,2001,2,161.8,160.69
LA,2001,3,164,162.66
LA,2001,4,165.23,165.05
LA,2002,1,165,164.75
LA,2002,2,168.78,167.69
LA,2002,3,170.71,169.36
LA,2002,4,171.89,171.63
LA,2003,1,174.81,174.5
LA,2003,2,176.68,175.59
LA,2003,3,180.09,178.74
LA,2003,4,181.84,181.5
LA,2004,1,184.13,183.74
LA,2004,2,188.71,187.62
LA,2004,3,191.55,190.12
LA,2004,4,192.85,192.47
LA,2005,1,195.67,195.27
LA,2005,2,200.41,199.19
LA,2005,3,204.01,202.48
LA,2005,4,214.07,213.73
LA,2006,1,219.5,219.1
LA,2006,2,224.72,223.21
LA,2006,3,229.08,227.38
LA,2006,4,231.33,231
LA,2007,1,233.83,233.57
LA,2007,2,237.02,235.22
LA,2007,3,238.7,236.89
LA,2007,4,235.8,235.49
LA,2008,1,234.37,234.38
LA,2008,2,235.19,233.21
LA,2008,3,232.37,230.51
LA,2008,4,229.38,229.02
LA,2009,1,229.42,229.82
LA,2009,2,231.11,228.96
LA,2009,3,229.04,227.04
LA,2009,4,228.44,228.11
LA,2010,1,227.05,227.75
LA,2010,2,229.81,227.46
LA,2010,3,229.72,227.64
LA,2010,4,225.81,225.49
LA,2011,1,220.24,221.07
LA,2011,2,224.65,222.31
LA,2011,3,224.57,222.42
LA,2011,4,223.19,223
LA,2012,1,221.77,222.54
LA,2012,2,227.79,225.47
LA,2012,3,230.82,228.54
LA,2012,4,229.15,229.11
LA,2013,1,233.63,234.2
LA,2013,2,238.48,236.2
LA,2013,3,237.43,235.04
LA,2013,4,238.65,238.82
LA,2014,1,239.15,239.37
LA,2014,2,242.74,240.55
LA,2014,3,246.55,244.2
LA,2014,4,244.96,245.14
LA,2015,1,248.97,248.92
LA,2015,2,252.69,250.58
LA,2015,3,255.96,253.65
LA,2015,4,254.55,254.65
LA,2016,1,257.29,257.08
LA,2016,2,260.5,258.42
LA,2016,3,262,259.81
LA,2016,4,264.93,264.82
LA,2017,1,264.58,264.4
LA,2017,2,269.14,266.99
LA,2017,3,271.28,269.15
LA,2017,4,271.02,270.69
LA,2018,1,272.14,272.11
LA,2018,2,275.13,272.87
LA,2018,3,275.85,273.77
LA,2018,4,276.96,276.43
LA,2019,1,278.35,278.57
LA,2019,2,282.81,280.39
LA,2019,3,284.22,282.02
LA,2019,4,285.06,284.41
LA,2020,1,287,287.54
LA,2020,2,293.7,291.09
LA,2020,3,298.38,295.83
LA,2020,4,303.34,302.7
LA,2021,1,308.7,309.63
LA,2021,2,321.03,318.02
LA,2021,3,331.05,327.96
LA,2021,4,335.33,334.67
LA,2022,1,344.35,345.77
LA,2022,2,355.54,352.08
LA,2022,3,357.68,354.02
LA,2022,4,355.16,354.58
LA,2023,1,347.79,349.5
LA,2023,2,363.06,359.38
LA,2023,3,362.18,358.3
MA,1991,1,100,100
MA,1991,2,98.76,98.04
MA,1991,3,97.51,96.99
MA,1991,4,98.14,97.53
MA,1992,1,98.56,98.65
MA,1992,2,96.47,95.74
MA,1992,3,96.91,96.29
MA,1992,4,97.28,96.72
MA,1993,1,94.8,95
MA,1993,2,96.98,96.19
MA,1993,3,97.34,96.56
MA,1993,4,96.83,96.39
MA,1994,1,96.62,96.9
MA,1994,2,98.01,97.18
MA,1994,3,98.25,97.33
MA,1994,4,98.09,97.72
MA,1995,1,97.65,98.01
MA,1995,2,99.33,98.48
MA,1995,3,100.27,99.22
MA,1995,4,100.27,99.94
MA,1996,1,100.73,101.19
MA,1996,2,103.02,102.11
MA,1996,3,104.27,103.08
MA,1996,4,104.72,104.4
MA,1997,1,104.16,104.75
MA,1997,2,107.84,106.85
MA,1997,3,109.4,108
MA,1997,4,110.56,110.31
MA,1998,1,111.94,112.68
MA,1998,2,116.57,115.47
MA,1998,3,120.2,118.5
MA,1998,4,121.33,121.17
MA,1999,1,123.59,124.46
MA,1999,2,129.48,128.26
MA,1999,3,134.24,132.19
MA,1999,4,136.01,135.93
MA,2000,1,139.59,140.59
MA,2000,2,147.28,145.92
MA,2000,3,152.77,150.35
MA,2000,4,156.38,156.27
MA,2001,1,161.17,162.36
MA,2001,2,168.96,167.48
MA,2001,3,175.36,172.55
MA,2001,4,177.22,177.02
MA,2002,1,180.81,182.16
MA,2002,2,190.44,188.84
MA,2002,3,199.18,196.04
MA,2002,4,202.12,201.83
MA,2003,1,204.37,205.82
MA,2003,2,212.21,210.38
MA,2003,3,217.56,214.3
MA,2003,4,222.53,222.31
MA,2004,1,225.65,226.95
MA,2004,2,233.95,231.85
MA,2004,3,240.67,237.35
MA,2004,4,242.46,242.4
MA,2005,1,245.41,246.5
MA,2005,2,252.74,250.21
MA,2005,3,254.89,251.78
MA,2005,4,251.02,251.15
MA,2006,1,248.92,249.59
MA,2006,2,248.2,245.6
MA,2006,3,245.18,242.62
MA,2006,4,239.91,240
MA,2007,1,237.59,237.98
MA,2007,2,240.25,237.65
MA,2007,3,236.26,234.2
MA,2007,4,230.41,230.3
MA,2008,1,227.91,228.09
MA,2008,2,223.3,221.05
MA,2008,3,219.36,217.67
MA,2008,4,216.42,215.88
MA,2009,1,218.15,218.56
MA,2009,2,216.6,214.5
MA,2009,3,215.55,213.87
MA,2009,4,215.04,214.08
MA,2010,1,212.94,213.86
MA,2010,2,215,212.93
MA,2010,3,213.62,211.63
MA,2010,4,212.51,211.38
MA,2011,1,206.7,208.26
MA,2011,2,209.76,207.58
MA,2011,3,209.12,206.65
MA,2011,4,206.94,206.04
MA,2012,1,203.66,205.69
MA,2012,2,208.91,206.51
MA,2012,3,211.36,208.31
MA,2012,4,210.94,210.49
MA,2013,1,211.39,213.82
MA,2013,2,219.75,216.83
MA,2013,3,223.27,219.69
MA,2013,4,221.53,221.63
MA,2014,1,219.38,221.98
MA,2014,2,230.4,226.93
MA,2014,3,231.91,228.12
MA,2014,4,229.48,230.03
MA,2015,1,229.77,232.48
MA,2015,2,239.98,235.94
MA,2015,3,241.71,237.93
MA,2015,4,239.66,240.55
MA,2016,1,241.42,244
MA,2016,2,250.93,246.49
MA,2016,3,254.3,250.64
MA,2016,4,253.54,254.64
MA,2017,1,255.16,257.46
MA,2017,2,268.32,263.54
MA,2017,3,270.8,267.36
MA,2017,4,269.52,270.63
MA,2018,1,273.18,275.04
MA,2018,2,284.08,279.29
MA,2018,3,285.24,282.12
MA,2018,4,284.09,284.95
MA,2019,1,287.58,289.17
MA,2019,2,295.13,290.35
MA,2019,3,297.53,294.61
MA,2019,4,299.57,300.31
MA,2020,1,303.97,305.53
MA,2020,2,309.23,304.06
MA,2020,3,322.36,319.34
MA,2020,4,333.5,334.68
MA,2021,1,344.58,346.36
MA,2021,2,368.23,361.44
MA,2021,3,378.51,374.82
MA,2021,4,382.79,385.18
MA,2022,1,396.46,398.28
MA,2022,2,417.82,409.46
MA,2022,3,408.73,404.62
MA,2022,4,402.92,406.3
MA,2023,1,411.64,413.3
